ID,Title,Description,Actors,Genre
tt32332915,I Want Your Sex,Elliot lands a job for Erika Tracy as her sexual muse.,"['Olivia Wilde', 'Mason Gooding', 'Cooper Hoffman']",['Drama'],
tt0119822,As Good as It Gets,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear']",['Drama'],
tt4481414,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.","['Chris Evans', 'Mckenna Grace', 'Lindsay Duncan']",['Drama'],
tt11233960,The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,"['Sandra Bullock', 'Viola Davis', ""Vincent D'Onofrio""]","['Crime', 'Drama']",
tt1741273,Secret in Their Eyes,"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","['Chiwetel Ejiofor', 'Nicole Kidman', 'Julia Roberts']","['Crime', 'Drama']",
tt1723811,Shame,A nymphomaniac's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale']",['Drama'],
tt21192142,All of Us Strangers,A screenwriter drawn back to his childhood home enters into a fledgling relationship with his downstairs neighbor while discovering a mysterious new way to heal from losing his parents 30 ye... Read all,"['Andrew Scott', 'Paul Mescal', 'Carter John Grout']",['Drama'],
tt1907668,Flight,Troubling questions arise after airline pilot Whip Whitaker makes a miracle landing after a mid-air catastrophe.,"['Denzel Washington', 'Kelly Reilly', 'Don Cheadle']",['Drama'],
tt0106519,Carlito's Way,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']","['Crime', 'Drama']",
tt0150377,Double Jeopardy,"Jailed for her Husband's murder, a woman learns he lives.","['Ashley Judd', 'Tommy Lee Jones', 'Bruce Greenwood']","['Crime', 'Drama']",
tt8613070,Portrait of a Lady on Fire,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami']",['Drama'],
tt8378126,Queen of Hearts,A successful lawyer jeopardizes her career and threatens to tear her family apart after engaging in an affair with her teenage stepson.,"['Trine Dyrholm', 'Gustav Lindh', 'Magnus Krepper']",['Drama'],
tt7014378,The Summit of the Gods,A photojournalist's obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,"['Lazare Herson-Macarel', 'Éric Herson-Macarel', 'Damien Boisseau']","['Adventure', 'Drama']",
tt15010692,The Damned,"A 19th-century widow has to make an impossible choice when, during an especially cruel winter, a foreign ship sinks off the coast of her Icelandic fishing village.","['Odessa Young', 'Joe Cole', 'Siobhan Finneran']","['Drama', 'Horror']",
tt0116922,Lost Highway,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.","['Bill Pullman', 'Patricia Arquette', 'John Roselius']",['Drama'],
tt0033467,Citizen Kane,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']",['Drama'],
tt14230388,Asteroid City,World-changing events spectacularly disrupt the annual Asteroid Day celebration in an American desert town.,"['Jason Schwartzman', 'Scarlett Johansson', 'Tom Hanks']","['Drama', 'Sci-Fi']",
tt0319061,Big Fish,A frustrated son tries to determine the fact from fiction in his dying father's life.,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup']","['Adventure', 'Drama']",
tt0105265,A River Runs Through It,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt']",['Drama'],
tt1879030,Desire,"In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cecile, a character who symbolizes desire.","['Déborah Révy', 'Hélène Zimmer', 'Gowan Didi']",['Drama'],
tt0172493,"Girl, Interrupted","Directionless teenager Susanna is rushed to Claymoore, a mental institution, after a supposed suicide attempt. There she befriends a group of troubled women who deeply influence her life.","['Winona Ryder', 'Angelina Jolie', 'Clea DuVall']",['Drama'],
tt1179933,10 Cloverfield Lane,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,"['John Goodman', 'Mary Elizabeth Winstead', 'John Gallagher Jr.']","['Drama', 'Horror', 'Sci-Fi']",
tt0465538,Michael Clayton,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action su... Read all","['George Clooney', 'Tilda Swinton', 'Tom Wilkinson']","['Crime', 'Drama']",
tt11301886,Rebel Ridge,A former Marine grapples his way through a web of small-town corruption when an attempt to post bail for his cousin escalates into a violent standoff with the local police chief.,"['Aaron Pierre', 'Don Johnson', 'AnnaSophia Robb']","['Action', 'Crime', 'Drama']",
tt3045628,Holland,"A woman's picture-perfect life in quaint Holland, Michigan, crumbles when she and a friend uncover a twisted secret in their midst.","['Nicole Kidman', 'Gael García Bernal', 'Matthew Macfadyen']","['Crime', 'Drama']",
tt6412452,The Ballad of Buster Scruggs,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train and a perverse pair of bounty hunt... Read all","['Tim Blake Nelson', 'Willie Watson', 'Clancy Brown']",['Drama'],
tt0327597,Coraline,"Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.","['Dakota Fanning', 'Teri Hatcher', 'John Hodgman']",['Drama'],
tt37522972,The Man I Love,"In 1980s NYC, an artist experiences a precious window between sickness and mortality - a time when beauty and love remain within reach.","['Rami Malek', 'Rebecca Hall', 'Ebon Moss-Bachrach']",['Drama'],
tt0128853,You've Got Mail,"Book superstore magnate Joe Fox and independent book shop owner Kathleen Kelly fall in love in the anonymity of the Internet, both blissfully unaware that he's trying to put her out of busin... Read all","['Tom Hanks', 'Meg Ryan', 'Greg Kinnear']",['Drama'],
tt1935859,Miss Peregrine's Home for Peculiar Children,"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learn... Read all","['Eva Green', 'Asa Butterfield', 'Samuel L. Jackson']","['Adventure', 'Drama']",
tt33296751,Tuner,"A talented piano tuner's meticulous skills for tuning pianos lead him to discover an unexpected aptitude for cracking safes, turning his life upside down.","['Leo Woodall', 'Dustin Hoffman', 'Havana Rose Liu']","['Crime', 'Drama']",
tt24068064,Reality,A former American intelligence specialist was given the longest sentence for the unauthorized release of government information to the media about Russian interference in the 2016 United Sta... Read all,"['Sydney Sweeney', 'Josh Hamilton', 'Marchánt Davis']",['Drama'],
tt10268488,The Greatest Beer Run Ever,A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.,"['Zac Efron', 'Russell Crowe', 'Jake Picking']","['Adventure', 'Drama']",
tt13287846,Napoleon,"An epic that details the chequered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his w... Read all","['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim']","['Action', 'Adventure']",
tt33549447,Anemone,"In Northern England, a man heads out on a journey into the woods to reconnect with the estranged hermit brother with whom he shared a complicated past that was altered by life-changing event... Read all","['Sean Bean', 'Samuel Bottomley', 'Lewis Ian Bray']",['Drama'],
tt0104779,Bitter Moon,"After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.","['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner']",['Drama'],
tt0117665,Sleepers,A reporter and a District Attorney help childhood friends who killed a sadistic guard.,"['Robert De Niro', 'Kevin Bacon', 'Brad Pitt']","['Crime', 'Drama']",
tt0091217,Hoosiers,A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.,"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper']",['Drama'],
tt0914798,The Boy in the Striped Pajamas,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has ... Read all","['Asa Butterfield', 'David Thewlis', 'Rupert Friend']",['Drama'],
tt10304142,Amsterdam,"In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.","['Christian Bale', 'Margot Robbie', 'John David Washington']",['Drama'],
tt1748122,Moonrise Kingdom,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their ... Read all","['Jared Gilman', 'Kara Hayward', 'Bruce Willis']","['Adventure', 'Drama']",
tt4332232,Fractured,"A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.","['Sam Worthington', 'Lily Rabe', 'Lucy Capri']",['Drama'],
tt0115964,Crash,A car crash victim suddenly finds himself turned on by car accidents and becomes involved with an underground sub-culture of like-minded souls.,"['James Spader', 'Holly Hunter', 'Elias Koteas']",['Drama'],
tt15799564,Wild Horse Nine,CIA agents Chris and Lee face a trust-testing mission from Santiago to Easter Island during 1973 in Chile.,"['Sam Rockwell', 'Parker Posey', 'Steve Buscemi']","['Crime', 'Drama']",
tt0080678,The Elephant Man,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.","['Anthony Hopkins', 'John Hurt', 'Anne Bancroft']",['Drama'],
tt0129167,The Iron Giant,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston']","['Action', 'Adventure']",
tt0089881,Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn o... Read all","['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu']","['Action', 'Drama']",
tt0805564,Lars and the Real Girl,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider']",['Drama'],
tt1019452,A Serious Man,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Despite seeking meaning and answers amidst his turmoils, he seems to keep sinking.","['Michael Stuhlbarg', 'Richard Kind', 'Sari Lennick']",['Drama'],
tt0103074,Thelma & Louise,An Arkansas waitress and a housewife shoot a rapist and take off in a '66 Thunderbird.,"['Susan Sarandon', 'Geena Davis', 'Harvey Keitel']","['Adventure', 'Crime', 'Drama']",
tt1706593,Chronicle,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their da... Read all,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan']","['Crime', 'Drama']",
tt22507216,Amrum,"In 1945 Amrum Island, 12-year-old Nanning hunts seals, fishes at night, and farms to help feed his family. Life feels idyllic on this windswept isle until peace reveals an unexpected danger ... Read all","['Jasper Billerbeck', 'Laura Tonke', 'Lisa Hagmeister']",['Drama'],
tt1504320,The King's Speech,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']",['Drama'],
tt0120890,Wild Things,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,"['Kevin Bacon', 'Neve Campbell', 'Matt Dillon']","['Crime', 'Drama']",
tt3011894,Wild Tales,Six short stories that explore the extremities of human behavior involving people in distress.,"['Darío Grandinetti', 'María Marull', 'Mónica Villa']",['Drama'],
tt1371111,Cloud Atlas,"As souls are born and reborn, they renew their connections to one another throughout the ages.","['Tom Hanks', 'Halle Berry', 'Hugh Grant']","['Drama', 'Sci-Fi']",
tt1661199,Cinderella,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change afte... Read all","['Lily James', 'Cate Blanchett', 'Richard Madden']","['Adventure', 'Drama']",
tt0212985,Hannibal,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target of revenge from a powerful victim.","['Anthony Hopkins', 'Julianne Moore', 'Gary Oldman']","['Crime', 'Drama']",
tt4846232,Good Time,"After a botched robbery lands his brother in jail, a small-time criminal traverses the depraved underbelly of New York City in search of bail money.","['Robert Pattinson', 'Benny Safdie', 'Jennifer Jason Leigh']","['Crime', 'Drama']",
tt0120791,Practical Magic,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.","['Sandra Bullock', 'Nicole Kidman', 'Stockard Channing']",['Drama'],
tt0113568,Ghost in the Shell,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,"['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka']",[],
tt0090329,Witness,"While protecting an Amish boy - the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their rural community when his own life is threatened.","['Harrison Ford', 'Kelly McGillis', 'Lukas Haas']","['Crime', 'Drama']",
tt0112851,Desperado,"El Mariachi returns to a Mexican border town, confronting Bucho and his men with calculated vengeance, finding sparse allies in Carolina, a bookstore owner, as past wounds fuel escalating vi... Read all","['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida']","['Action', 'Crime', 'Drama']",
tt0964517,The Fighter,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.","['Mark Wahlberg', 'Christian Bale', 'Amy Adams']","['Action', 'Drama']",
tt27817389,The Last Viking,A bank robber released from jail must unlock his traumatised brother's memory to recover stolen loot.,"['Mads Mikkelsen', 'Nikolaj Lie Kaas', 'Sofie Gråbøl']","['Crime', 'Drama']",
tt0140352,The Insider,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,"['Russell Crowe', 'Al Pacino', 'Christopher Plummer']",['Drama'],
tt28078628,Soul on Fire,"In 1987, nine-year-old John O'Leary survives a terrible accident and grows into a man who shows what it means to truly live.","['Joel Courtney', 'William H. Macy', 'DeVon Franklin']",['Drama'],
tt9114286,Black Panther: Wakanda Forever,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,"['Letitia Wright', ""Lupita Nyong'o"", 'Danai Gurira']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",
tt0082933,Possession,A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.,"['Isabelle Adjani', 'Sam Neill', 'Margit Carstensen']","['Drama', 'Horror']",
tt39751309,18th Rose,"A spirited teen dreaming of the perfect debut makes a deal with a lonely newcomer, but unexpected feelings and revelations may shatter their plans.","['Xyriel Manabat', 'Kyle Echarri', 'Nikki Valdez']",['Drama'],
tt35519497,Fantasy Life,"An actress (Amanda Peet) falls for the anxious law school dropout (Matthew Shear) babysitting her kids in this smart, New York-set romantic comedy.","['Amanda Peet', 'Matthew Shear', 'Alessandro Nivola']",['Drama'],
tt0096754,The Abyss,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn']","['Adventure', 'Drama', 'Sci-Fi']",
tt0104694,A League of Their Own,"During World War II, sisters Dottie and Kit join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.","['Tom Hanks', 'Geena Davis', 'Lori Petty']",['Drama'],
tt1855199,End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and close friends.","['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick']","['Action', 'Crime', 'Drama']",
tt0099653,Ghost,A slain Manhattan banker reaches out to his lover with a psychic's help.,"['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg']",['Drama'],
tt1860357,Deepwater Horizon,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in history.","['Mark Wahlberg', 'Kurt Russell', 'Douglas M. Griffin']","['Action', 'Drama']",
tt0790636,Dallas Buyers Club,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']",['Drama'],
tt7737800,Woman of the Hour,"Sheryl Bradshaw, a single woman looking for a suitor on a hit 1970s TV show, chooses charming bachelor Rodney Alcala, unaware that, behind the man's gentle facade, he hides a deadly secret.","['Anna Kendrick', 'Daniel Zovatto', 'Tony Hale']","['Crime', 'Drama']",
tt8178634,RRR,A fearless warrior on a perilous mission comes face to face with a steely cop serving British forces in this epic saga set in pre-independent India.,"['N.T. Rama Rao Jr.', 'Ram Charan', 'Ajay Devgn']","['Action', 'Adventure', 'Drama']",
tt9071322,Dark Waters,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,"['Mark Ruffalo', 'Anne Hathaway', 'Tim Robbins']",['Drama'],
tt4555426,Darkest Hour,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire... Read all","['Gary Oldman', 'Lily James', 'Kristin Scott Thomas']",['Drama'],
tt1192628,Rango,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","['Johnny Depp', 'Isla Fisher', 'Timothy Olyphant']",[],
tt1282140,Easy A,"When Olive lies to her best friend about losing her virginity to one of the college boys, a girl overhears their conversation. Soon, her story spreads across the entire school like wildfire.","['Emma Stone', 'Amanda Bynes', 'Penn Badgley']",['Drama'],
tt21272942,I Was a Stranger,"Five strangers are pulled together, colliding on a single night where survival is uncertain.","['Yasmine Al Massri', 'Yahya Mahayni', 'Omar Sy']",['Drama'],
tt0080491,Caligula,"A dramatization of the ascent to Caesar and subsequent reign of Caligula, one of the most notorious leaders of ancient Rome.","['Malcolm McDowell', ""Peter O'Toole"", 'Helen Mirren']",['Drama'],
tt32261958,Verity,"Lowen Ashleigh gets hired by Jeremy Crawford to ghostwrite novels for his bestselling author wife Verity, who's unable to finish after an accident. Lowen uncovers Verity's disturbing truths ... Read all","['Anne Hathaway', 'Brady Wagner', 'Asel Swango']","['Crime', 'Drama']",
tt0107211,Indecent Proposal,"A billionaire offers $1,000,000 to a young married couple for one night with the wife.","['Robert Redford', 'Demi Moore', 'Woody Harrelson']",['Drama'],
tt0045533,Bad Blonde,"A scheming blonde seduces a fighter and convinces him to murder her husband, a fight manager.","['Barbara Payton', 'Frederick Valk', 'John Slater']","['Crime', 'Drama']",
tt0887912,The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",['Drama'],
tt0362227,The Terminal,An Eastern European tourist unexpectedly finds himself stranded at JFK airport and must take up temporary residence there.,"['Tom Hanks', 'Catherine Zeta-Jones', 'Chi McBride']",['Drama'],
tt0082096,Das Boot,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']",['Drama'],
tt1832382,A Separation,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzhei... Read all,"['Payman Maadi', 'Leila Hatami', 'Sareh Bayat']",['Drama'],
tt0099871,Jacob's Ladder,"Reminiscing about his dead son, a Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his ow... Read all","['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello']","['Drama', 'Horror']",
tt1379182,Dogtooth,"A controlling, manipulative father locks his three adult offspring in a state of perpetual childhood by keeping them prisoner within the sprawling family compound.","['Christos Stergioglou', 'Michele Valley', 'Angeliki Papoulia']",['Drama'],
tt0093010,Fatal Attraction,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,"['Michael Douglas', 'Glenn Close', 'Anne Archer']",['Drama'],
tt1931533,Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,"['Colin Farrell', 'Woody Harrelson', 'Sam Rockwell']","['Crime', 'Drama']",
tt3532216,American Made,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","['Tom Cruise', 'Domhnall Gleeson', 'Sarah Wright']","['Action', 'Crime', 'Drama']",
tt20234774,Wicked Little Letters,"When people in Littlehampton--including conservative local, Edith--begin receiving letters full of hilarious profanities, the rowdy, Irish migrant, Rose, is charged with the crime. Suspectin... Read all","['Jessie Buckley', 'Olivia Colman', 'Timothy Spall']","['Crime', 'Drama']",
tt38674977,Made in Korea,"After her boyfriend's betrayal leaves her alone in Seoul, Shenba faces isolation and cultural differences. Through personal growth and new friendships, she finds strength and lasting connect... Read all","['Priyanka Arulmohan', 'Rishikanth', 'Park Hye-jin']","['Adventure', 'Drama']",
tt0414993,The Fountain,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.","['Hugh Jackman', 'Rachel Weisz', 'Sean Patrick Thomas']","['Drama', 'Sci-Fi']",
tt0107048,Groundhog Day,A curmudgeonly weatherman finds himself stuck in a time loop and is forced to relive the same day over and over again.,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott']",['Drama'],
tt0054331,Spartacus,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the upris... Read all","['Kirk Douglas', 'Laurence Olivier', 'Tony Curtis']","['Adventure', 'Drama']",
tt5613484,Mid90s,"Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate ... Read all","['Sunny Suljic', 'Katherine Waterston', 'Lucas Hedges']",['Drama'],
tt1217209,Brave,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a ... Read all","['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson']","['Action', 'Adventure']",
tt11389872,Kingdom of the Planet of the Apes,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for a... Read all","['Owen Teague', 'Freya Allan', 'Kevin Durand']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",
tt0109446,The Client,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,"['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro']","['Crime', 'Drama']",
tt32588798,Practical Magic 2,"A multi generational family of witches, cursed to be loveless for centuries, attempts to break the spell by confronting dark secrets and sacrificing for each other.","['Lee Pace', 'Nicole Kidman', 'Sandra Bullock']",['Drama'],
tt0116209,The English Patient,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.","['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']",['Drama'],
tt23289160,Godzilla Minus One,A kamikaze pilot plagued by survivor's guilt seeks redemption when a giant monster he failed to kill is transformed by radiation from atomic bomb tests and lays siege to post-war Japan.,"['Ryûnosuke Kamiki', 'Minami Hamabe', 'Yuki Yamada']",[],
tt5616176,2 Hearts,"For two couples the future unfolds in different decades and different places, but a hidden connection will bring them together in a way no one could have predicted.","['Jacob Elordi', 'Adan Canto', 'Tiera Skovbye']",['Drama'],
tt0071360,The Conversation,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.","['Gene Hackman', 'John Cazale', 'Allen Garfield']",['Drama'],
tt11315808,Joker: Folie à Deux,"Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.","['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson']",['Drama'],
tt0102798,Robin Hood: Prince of Thieves,Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,"['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio']","['Action', 'Adventure', 'Drama']",
tt0159273,Behind Enemy Lines,"A disillusioned navigator, shot down over war-torn Bosnia, goes on the run from the local military as well as an assassin, while his commanding officer risks all to save him.","['Gene Hackman', 'Owen Wilson', 'Gabriel Macht']","['Action', 'Drama']",
tt0293508,The Phantom of the Opera,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.,"['Gerard Butler', 'Emmy Rossum', 'Patrick Wilson']",['Drama'],
tt0467406,Juno,"Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child.","['Elliot Page', 'Michael Cera', 'Jennifer Garner']",['Drama'],
tt8239946,Tumbbad,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"['Sohum Shah', 'Jyoti Malshe', 'Anita Date-Kelkar']","['Drama', 'Horror']",
tt33009027,Turbulence,"A married couple embarks on a hot-air balloon adventure, but unforeseen circumstances lead to life-threatening situations that test their love and resilience as they fight for survival.","['Hera Hilmar', 'Jeremy Irvine', 'Kelsey Grammer']","['Action', 'Adventure', 'Drama']",
tt0108160,Sleepless in Seattle,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,"['Tom Hanks', 'Meg Ryan', 'Ross Malinger']",['Drama'],
tt0817177,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce of the same, she's ready to give up--until he starts to reconsider.","['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay']",['Drama'],
tt26677014,The Penguin Lessons,A disillusioned Englishman who goes to work in a school in a divided Argentina in 1976 finds his life transformed when he rescues an orphaned penguin from the beach.,"['Steve Coogan', 'Jonathan Pryce', 'Bruno Blas']",['Drama'],
tt0851578,Paprika,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.","['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori']",[],
tt1196141,Diary of a Wimpy Kid,"Greg Heffley is a 12-year-old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.","['Zachary Gordon', 'Robert Capron', 'Rachael Harris']",['Drama'],
tt1588398,Sleeping Beauty,"A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.","['Emily Browning', 'Rachael Blake', 'Ewen Leslie']",['Drama'],
tt0215750,Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,"['Jude Law', 'Ed Harris', 'Joseph Fiennes']","['Action', 'Drama']",
tt29927663,The Great Flood,"A disastrous great flood sweeps the planet. On what may be the last day on Earth, a desperate fight ensues to save a child from a flooding apartment.","['Kim Da-mi', 'Park Hae-soo', 'Kwon Eun-sung']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",
tt2873282,Red Sparrow,Prima ballerina Dominika Egorova turns dangerous Sparrow.,"['Jennifer Lawrence', 'Joel Edgerton', 'Matthias Schoenaerts']","['Action', 'Drama']",
tt0119099,Fallen,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.","['Denzel Washington', 'John Goodman', 'Donald Sutherland']","['Action', 'Crime', 'Drama']",
