Title,Description,Actors,Genre,poster_url
Filth,"A corrupt, drug-addicted policeman with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demon... Read all","['James McAvoy', 'Jamie Bell', 'Eddie Marsan']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjhmZWYxNzQtZTZmZC00ZWQ2LTg3N2YtYzZmY2NiYTA3ODA3XkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
The Girl in the Spider's Web,"Hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals, and corrupt government officials.","['Claire Foy', 'Beau Gadsdon', 'Sverrir Gudnason']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOGY1MTQ2NzgtZmYwMi00ZTU4LTk2NTctYjY2OWYxMzE1NWQ0XkEyXkFqcGc@._V1_FMjpg_UY2560_.jpg
American Pastoral,An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.,"['Ewan McGregor', 'Jennifer Connelly', 'Dakota Fanning']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjMyMDc3MzUxNl5BMl5BanBnXkFtZTgwOTQ0NjIzMDI@._V1_FMjpg_UY2048_.jpg
Islands,"Tom, a tennis pro washed up on a holiday island. Now he's the coach at a hotel resort, hitting countless balls over the net to tourists. When he crosses paths with a particular tourist famil... Read all","['Sam Riley', 'Stacy Martin', 'Jack Farthing']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMWZhN2ZhMGYtOTdiOS00NjY0LThjMDMtNDA3YWU0Y2M5YjkyXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
The Number 23,"Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.","['Jim Carrey', 'Virginia Madsen', 'Logan Lerman']",['Crime'],https://m.media-amazon.com/images/M/MV5BNGU5YTNjMDEtYjBmNC00ODJjLTljNjQtNzI3NmI3N2U4NDQ0XkEyXkFqcGc@._V1_FMjpg_UX665_.jpg
The Thomas Crown Affair,Third take on the Thomas Crown Affair movies.,"['Aubrey Plaza', 'Michael B. Jordan', 'Paapa Essiedu']","['Action', 'Adventure', 'Crime', 'Drama']",
To Catch a Killer,An intuitive but troubled police officer is recruited by an FBI expert to stop a relentless shooter who is terrorizing Baltimore.,"['Shailene Woodley', 'Ben Mendelsohn', 'Jovan Adepo']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOTJlZjJmMjgtY2I1My00NDIwLWEzNTAtZTgxMmM3MmZjYzMxXkEyXkFqcGc@._V1_FMjpg_UY755_.jpg
Rashomon,Three parties and a witness have four versions of a rape/murder in ninth-century Japan.,"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDlkYjViMDAtYjkxNy00ZDk1LWE5MmUtNDc4NDU3ZWJmOTYzXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
"Roman J. Israel, Esq.","Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.","['Denzel Washington', 'Colin Farrell', 'Carmen Ejogo']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjU0M2RjMjItMTJmMy00OTNlLWJhZjUtYmNjNzM1ZWI3NDE2XkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
48 Hrs.,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole""]","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGQwMzQ1NjItMWU0YS00ZDc0LThlYzUtMDgzOTIzN2QwZTJmXkEyXkFqcGc@._V1_FMjpg_UY755_.jpg
Official Secrets,The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion o... Read all,"['Keira Knightley', 'Matt Smith', 'Matthew Goode']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDhiMDk0YTAtYjI1MC00ZGQxLTljMjAtMmQ4ZDU3NzU3NDg5XkEyXkFqcGc@._V1_FMjpg_UY1729_.jpg
Cop Land,"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.","['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjY5NGM0ZmEtNzdmZi00YjhlLWFmYTEtZDFhMDk1ZTMxZGZkXkEyXkFqcGc@._V1_FMjpg_UY573_.jpg
Here Comes the Flood,"A bank guard, a teller, and a master thief become entangled in a deadly game.","['Robert Pattinson', 'Denzel Washington', 'Daisy Edgar-Jones']","['Crime', 'Drama']",
Lurker,"A retail employee infiltrates the inner circle of an artist on the verge of stardom. As he gets closer to the budding music star, access and proximity become a matter of life and death.","['Théodore Pellerin', 'Archie Madekwe', 'Sunny Suljic']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNDc3MDZkMzgtYzgxOS00MGY1LWI3YzQtYzMxMmRkMDMyYzdlXkEyXkFqcGc@._V1_FMjpg_UY750_.jpg
Punisher: War Zone,"Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war.","['Ray Stevenson', 'Dominic West', 'Julie Benz']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BY2ExMzhmZjktMGYwNC00YmNhLThhYjQtZjJlNzZiMTg3OWZlXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Midnight Express,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.","['Brad Davis', 'Irene Miracle', 'Bo Hopkins']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDRhYmUxYzktYjFiZS00NWNjLTkwYjMtYjUzZWJiZDFlNjdlXkEyXkFqcGc@._V1_FMjpg_UY1230_.jpg
Lone Wolf McQuade,"After helping the local police with some horse thieves, a Texas Ranger aims at a drug lord with arms trade as well. They're interested in the same woman and they're both into martial arts.","['Chuck Norris', 'David Carradine', 'Barbara Carrera']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjM2MjQ4ZGEtOWQ0OC00OThkLWJlNTMtYTUwOTdjNzU4NTAwXkEyXkFqcGc@._V1_FMjpg_UY2914_.jpg
Pusher II,"Tonny is released from prison - again. This time he has his mind set on changing his broken down life, but that is easier said than done.","['Mads Mikkelsen', 'Leif Sylvester', 'Anne Sørensen']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BY2IwMDhkOGMtYWRiMi00OGUyLWFlYjctNWZmMWY2MzI0OGVhXkEyXkFqcGc@._V1_FMjpg_UX1024_.jpg
Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable and dangerous weapon.,"['Gal Gadot', 'Jamie Dornan', 'Alia Bhatt']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BYTZiMjMzYWUtNDJmZi00ZjZlLWFmNjAtMmVhZDE2Mzg5MWRjXkEyXkFqcGc@._V1_FMjpg_UY630_.jpg
Chopper,"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the ... Read all","['Eric Bana', 'Simon Lyndon', 'Vince Colosimo']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYThkZjk2NmMtNjdmMC00NDBlLWEyZDItODY2NDBjYWM3NDQyXkEyXkFqcGc@._V1_FMjpg_UY2260_.jpg
Cold in July,"When a protective father meets a murderous ex-con, both need to deviate from the path they are on as they soon find themselves entangled in a downwards spiral of lies and violence while havi... Read all","['Michael C. Hall', 'Sam Shepard', 'Don Johnson']",['Crime'],https://m.media-amazon.com/images/M/MV5BOWFlOTYzMjUtZTMyMS00MDU0LWI0MmItYjdhZWYyYWRmMjYxXkEyXkFqcGc@._V1_FMjpg_UY2595_.jpg
Masterminds,A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,"['Zach Galifianakis', 'Owen Wilson', 'Kristen Wiig']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_FMjpg_UY1325_.jpg
A Most Wanted Man,"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.","['Philip Seymour Hoffman', 'Rachel McAdams', 'Daniel Brühl']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZWUxZDI5NDMtN2I3OS00OTk1LTgyYWQtZmQxY2NiY2NiODU4XkEyXkFqcGc@._V1_FMjpg_UY285_.jpg
Running Scared,"A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands.","['Paul Walker', 'Cameron Bright', 'Chazz Palminteri']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZmNmYTJlMjQtOGEzNC00NTRkLWE5MDYtYTg0MjVjZjkyNzVjXkEyXkFqcGc@._V1_FMjpg_UY861_.jpg
Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.","['Brad Pitt', 'Ray Liotta', 'Richard Jenkins']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_FMjpg_UY833_.jpg
White Boy Rick,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.","['Matthew McConaughey', 'Richie Merritt', 'Bel Powley']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@._V1_FMjpg_UY2048_.jpg
Hoodwinked,"Little Red Riding Hood, the Wolf, the Woodsman and Granny all tell the police the events that led up to their encounter.","['Anne Hathaway', 'Glenn Close', 'Patrick Warburton']","['Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BNjI5Njk0MjAtNmU1Yi00MDdiLTkzNTktMGY5ZDAzZWRmMzE2XkEyXkFqcGc@._V1_FMjpg_UY733_.jpg
Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,"['Forest Whitaker', 'Henry Silva', 'John Tormey']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BY2NiYTVjNzctNjY5NC00OTYwLTkzYWYtYzM0M2NjOTcxNDY3XkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
The Last Seduction,"A strong-willed telemarketing manager steals her husband's drug money and hides out in a small town, where she meets the perfect dupe for her next scheme.","['Linda Fiorentino', 'Peter Berg', 'Bill Pullman']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjI4MWVhZGMtZTIxZC00MGNiLWIwNDQtODU4ZTJmZjRlMGJjXkEyXkFqcGc@._V1_FMjpg_UY702_.jpg
No Way Out,The Secretary of Defense forces a Pentagon naval aide to lead a spy manhunt.,"['Kevin Costner', 'Gene Hackman', 'Sean Young']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjkzODMyMjgtZmYyOS00ZmI1LWJmNmMtYzA2NzFkNDg3YWFhXkEyXkFqcGc@._V1_FMjpg_UY965_.jpg
The Player,A hotshot Hollywood studio executive starts receiving death threats from a rejected writer.,"['Tim Robbins', 'Greta Scacchi', 'Fred Ward']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_FMjpg_UY1333_.jpg
The Thomas Crown Affair,"A debonair, adventuresome bank executive believes that he has pulled off the perfect multi-million dollar heist--until he must match wits with an insurance investigator who will do anything ... Read all","['Steve McQueen', 'Faye Dunaway', 'Paul Burke']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BN2MyODMwNjctODUxNS00Njg4LWFjMGItYTM2NTBjYzgyM2IwXkEyXkFqcGc@._V1_FMjpg_UY2840_.jpg
Teenage Mutant Ninja Turtles: Mutant Mayhem,The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,"['Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu']","['Action', 'Adventure']",https://m.media-amazon.com/images/M/MV5BODk3ZDY1OTctZjBjNy00YmE2LTljY2EtZjI2YmVhN2U4YWEzXkEyXkFqcGc@._V1_FMjpg_UY960_.jpg
Naked Gun 33 1/3: The Final Insult,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",['Crime'],https://m.media-amazon.com/images/M/MV5BOWYzZDNiYmItZTAxMS00ZjhkLTg3YTUtY2VmNjE5Zjg5ZjE0XkEyXkFqcGc@._V1_FMjpg_UY1070_.jpg
A Prophet,"A delinquent Muslim man struggles to get by in prison until he is taken under the wing of a powerful mob boss, but his gradual rise through the organization's ranks brings him in conflict wi... Read all","['Tahar Rahim', 'Niels Arestrup', 'Adel Bencherif']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@._V1_FMjpg_UY1237_.jpg
Nitram,Events leading up to the 1996 Port Arthur massacre on Tasmania in an attempt to understand why and how the atrocity occurred.,"['Caleb Landry Jones', 'Judy Davis', 'Sean Keenan']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTNkYzc5YjctNGEzMS00OWZjLWFlY2EtMzFmNDBlMzMzMTgwXkEyXkFqcGc@._V1_FMjpg_UY2500_.jpg
The Man Who Wasn't There,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.","['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjA2NjFmNjUtYTNiMi00ZTBlLWEwZTUtYzg4ZWI1YmM3NTcxXkEyXkFqcGc@._V1_FMjpg_UY1936_.jpg
Dorothea,"A twisted true crime nightmare where serial killer granny Dorothea Puente lures the vulnerable, kills without remorse, and buries secrets in her garden. Evil wears a smile. You'll never trus... Read all","['Susan Priver', 'Pat McNeely', 'Ezra Buzzington']","['Crime', 'Horror']",https://m.media-amazon.com/images/M/MV5BMWY5OTBjYjAtM2Y2Ny00YWY1LWFjOTgtM2ZiN2JkYmE1YjQ2XkEyXkFqcGc@._V1_FMjpg_UY3960_.jpg
Dear Zachary: A Letter to a Son About His Father,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,"['Kurt Kuenne', 'Andrew Bagby', 'Kathleen Bagby']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOWI5YTU4NDctZjNlYy00Y2UxLTk1N2YtYmQ2YmVjZmUzZDEwXkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
A Prayer Before Dawn,The true story of an English boxer incarcerated in one of Thailand's most notorious prisons as he fights in Muay Thai tournaments to earn his freedom.,"['Joe Cole', 'Billy Moore', 'Cherry Miko']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTRlOGNjNjctYzkwMS00MmYxLTljNmQtYWYxY2E0NTNjNjY4XkEyXkFqcGc@._V1_FMjpg_UY2711_.jpg
Elite Squad,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.","['Wagner Moura', 'André Ramiro', 'Caio Junqueira']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNzIyZTdkMjMtMzI5OC00ODAwLWI0ZGQtNjdlMDhiMzc0ODdiXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
Menace II Society,"This urban nightmare chronicles several days after the graduation of young street hustler as he attempts to escape the rigors and temptations of the Watts, California ghetto in search of a b... Read all","['Tyrin Turner', 'Larenz Tate', 'June Kyoto Lu']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTY3NTQyY2UtN2Q3Mi00YzhhLThkNDUtZTg1MGVmOTI5NGQ4XkEyXkFqcGc@._V1_FMjpg_UY500_.jpg
Silent Night,A grieving father enacts his long-awaited revenge against a ruthless gang on Christmas Eve.,"['Joel Kinnaman', 'Kid Cudi', 'Harold Torres']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZTU1M2IwYTAtZjRmYi00MjU2LWJhNTAtMjk4MzRmOGZjZTk5XkEyXkFqcGc@._V1_FMjpg_UY1080_.jpg
The Out-Laws,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived... Read all","['Adam Devine', 'Pierce Brosnan', 'Ellen Barkin']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BOTFmOThhYWQtYzRlOS00NDAzLTkxYzgtZGU0NzA0ZmJlMjNmXkEyXkFqcGc@._V1_FMjpg_UY630_.jpg
Money Talks,"Sought by police and criminals, a small-time hustler makes a deal with a TV newsman for protection.","['Charlie Sheen', 'Chris Tucker', 'Heather Locklear']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMmUzODg5NTItYjMyNi00NzAyLTljNTQtYmRmZmZlYmU2NThhXkEyXkFqcGc@._V1_FMjpg_UY597_.jpg
Get Shorty,A mobster travels from Florida to Hollywood to collect a debt and discovers that the movie business is just as sleazy as the Miami underworld.,"['Gene Hackman', 'Rene Russo', 'Danny DeVito']",['Crime'],https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_FMjpg_UY1023_.jpg
Fun with Dick and Jane,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.","['Jim Carrey', 'Téa Leoni', 'Alec Baldwin']",['Crime'],https://m.media-amazon.com/images/M/MV5BNjQ5ZTNiZDItNzMyOS00N2EzLWEzOTktZGYxZmUzYzBlYzkwXkEyXkFqcGc@._V1_FMjpg_UY1575_.jpg
The Man from Nowhere,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,"['Won Bin', 'Kim Sae-ron', 'Kim Tae-hoon']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTgzMTkxNjAxNV5BMl5BanBnXkFtZTgwMDU3MDE0MjE@._V1_FMjpg_UY1433_.jpg
Inside Job,Takes a closer look at what brought about the 2008 financial meltdown.,"['Matt Damon', 'Gylfi Zoega', 'Andri Snær Magnason']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTc0ODY4MTY3M15BMl5BanBnXkFtZTgwNTA2MTgwMzE@._V1_FMjpg_UY500_.jpg
A Perfect World,"A kidnapped boy strikes up a friendship with his captor, an escaped convict on the run from the law, while the search for him continues.","['Kevin Costner', 'Clint Eastwood', 'Laura Dern']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTQxYTFiYzQtOGZmMi00NzEzLWI2YjMtMGY1MjVkMWYwMDY2XkEyXkFqcGc@._V1_FMjpg_UY540_.jpg
The Jackal,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.","['Bruce Willis', 'Richard Gere', 'Sidney Poitier']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTAyYjFiYWYtNDI1YS00MWM5LTgyYTMtNDhiYWEzOGE2OTM0XkEyXkFqcGc@._V1_FMjpg_UY2160_.jpg
Spenser Confidential,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.","['Mark Wahlberg', 'Winston Duke', 'Alan Arkin']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMmUyNzE4NjEtMjYwMi00MmU2LThjNGQtY2JjYTNhYmU4Njg2XkEyXkFqcGc@._V1_FMjpg_UY1080_.jpg
Get Carter,A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.,"['Sylvester Stallone', 'Rachael Leigh Cook', 'Miranda Richardson']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTkzMDk3Njg3NF5BMl5BanBnXkFtZTYwNTIzMzU3._V1_FMjpg_UY703_.jpg
Old Guy,"Follows a contract killer facing the end of his career who is thrilled when The Company pulls him back into the field training Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.","['Christoph Waltz', 'Lucy Liu', 'Cooper Hoffman']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNDJlODY3YmEtYTUyYy00YWIyLThiOTMtZWQwOGFkMmM5MzA0XkEyXkFqcGc@._V1_FMjpg_UY2836_.jpg
This Is England,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","['Thomas Turgoose', 'Stephen Graham', 'Jo Hartley']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNGE0ZDRlYTgtODY4MC00MzY4LWFiMmEtZGM5NzM3NzZkODk5XkEyXkFqcGc@._V1_FMjpg_UY1417_.jpg
Breathless,"A small-time crook, hunted by the authorities for a car theft and the murder of a police officer, attempts to persuade a hip American journalism student to run away with him to Italy.","['Jean-Paul Belmondo', 'Jean Seberg', 'Jean-Luc Godard']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGI5MWNjYmEtNzUxZC00YTI3LWE5MzctZTdhYjJkMGMxYzI3XkEyXkFqcGc@._V1_FMjpg_UY3257_.jpg
Gaslight,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the house rises from a... Read all","['Charles Boyer', 'Ingrid Bergman', 'Joseph Cotten']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTQxOTQwY2EtZjU0My00NDNlLWExMjUtMDg0ODc0YTYxNjVkXkEyXkFqcGc@._V1_FMjpg_UY1667_.jpg
Sin City: A Dame to Kill For,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,"['Mickey Rourke', 'Jessica Alba', 'Josh Brolin']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjA5ODYwNjgxMF5BMl5BanBnXkFtZTgwMTcwNzAyMjE@._V1_FMjpg_UY2048_.jpg
Soylent Green,A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.,"['Charlton Heston', 'Edward G. Robinson', 'Leigh Taylor-Young']","['Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BNTViODY4NzQtZjI5OC00M2E1LWJlZGEtMTYzOTdiNmM4ZWI5XkEyXkFqcGc@._V1_FMjpg_UY2594_.jpg
Judge Dredd,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous coun... Read all","['Sylvester Stallone', 'Armand Assante', 'Rob Schneider']","['Action', 'Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BZWM0MjExNzMtNGJkMy00MDNhLTlkOTctNDFiYzVjNTVmNGFjXkEyXkFqcGc@._V1_FMjpg_UY2265_.jpg
The Raid 2,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","['Iko Uwais', 'Yayan Ruhian', 'Arifin Putra']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMDMyNTMzZmYtNDIxYi00YTNkLWE2ZTMtM2M4ZGQwYTFjZTEyXkEyXkFqcGc@._V1_FMjpg_UY2100_.jpg
1922,"In the year 1922, a rancher conspires to murder his wife for financial gain and convinces his teenage son to participate.","['Thomas Jane', 'Molly Parker', 'Dylan Schmid']","['Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BM2VjN2IzMzItMjAzZi00M2RhLWIyNmYtNzk1YTI4OWUwOWZiXkEyXkFqcGc@._V1_FMjpg_UX1200_.jpg
Havoc,Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.,"['Anne Hathaway', 'Bijou Phillips', 'Shiri Appleby']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDc1YzI1MzgtNzVhYy00MjYwLTgyZmEtYzFkMzhhOTgxNjI2XkEyXkFqcGc@._V1_FMjpg_UY986_.jpg
The Pelican Brief,"A law student uncovers a conspiracy, putting herself and others in danger.","['Julia Roberts', 'Denzel Washington', 'Sam Shepard']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjA2NmE4MjEtOTkxYy00YjhkLWI2YjgtODFmMGY0Zjc3YTdhXkEyXkFqcGc@._V1_FMjpg_UY2260_.jpg
Rush Hour 2,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.","['Jackie Chan', 'Chris Tucker', 'John Lone']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNzRkMjE1NDctMGZkYS00YTY1LWI0OTYtM2I2MjgwODBmZTk5XkEyXkFqcGc@._V1_FMjpg_UY1110_.jpg
Conspiracy Theory,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it ... Read all","['Mel Gibson', 'Julia Roberts', 'Patrick Stewart']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTc4ZjU0YzctMDdhYy00ZDM0LTgzY2ItMmYwMDUzNjkzN2I4XkEyXkFqcGc@._V1_FMjpg_UY600_.jpg
Thesis,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty...","['Ana Torrent', 'Fele Martínez', 'Eduardo Noriega']","['Crime', 'Horror']",https://m.media-amazon.com/images/M/MV5BNGVkMjRjZmMtNWJhMy00MWIxLThhZDUtZjk2ZWM0NzY5NWJkXkEyXkFqcGc@._V1_FMjpg_UY800_.jpg
Three Days and a Life,"Christmas 1999, in a peaceful little village in the Ardennes. The life of a young boy named Antoine will soon be devastated by three tragic events : the death of a dog, the vanishing of a ch... Read all","['Sandrine Bonnaire', 'Pablo Pauly', 'Charles Berling']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjBkMjljODUtYjI3Yy00ODkzLThlNWMtYTgxZGE0MGYzZGI1XkEyXkFqcGc@._V1_FMjpg_UY1466_.jpg
Gangs of Wasseypur,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.","['Manoj Bajpayee', 'Nawazuddin Siddiqui', 'Tigmanshu Dhulia']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDdjMThjNTMtMGFmNS00MDEwLTg5ODItZTcwOGRjNThmYjY2XkEyXkFqcGc@._V1_FMjpg_UY1080_.jpg
Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","['Liam Neeson', 'Famke Janssen', 'Maggie Grace']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_FMjpg_UY2048_.jpg
