image_path,target
classifier_dataset/train\Organic\Screenshot-2026-04-26-175443_png.rf.6bb1e5446ecc757bcbb03779b0fba883_1078.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-175443_png.rf.6bb1e5446ecc757bcbb03779b0fba883_1079.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-175443_png.rf.eddc7b9b8b4c50f45dc0540b02988529_6721.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-175443_png.rf.eddc7b9b8b4c50f45dc0540b02988529_6722.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-185352_png.rf.13646670cfe6541f3135f90d2b304888_11562.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-185352_png.rf.69ab8af45faec20e59c7b9e72e953917_7642.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-185352_png.rf.ca371ba1d3c9b1c0b8e76a60fd615ce2_7211.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10000.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10003.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10005.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10007.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10008.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10009.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10010.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_10011.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9980.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9981.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9982.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9983.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9984.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9985.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9986.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9987.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9988.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9989.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9990.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9991.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9992.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9993.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9994.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9995.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9996.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9997.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9998.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.01b0c53b0c41f550a95715bae3d29c76_9999.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12121.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12122.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12123.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12124.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12125.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12126.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12127.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12128.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12129.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12130.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12131.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12132.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12133.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12134.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12135.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12136.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12137.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12138.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12139.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12140.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12141.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12144.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12146.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12148.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12149.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12150.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12151.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.17bfd0def84be6909e6d0d98d3a01e79_12152.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1659.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1660.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1661.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1662.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1663.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1664.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1665.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1666.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1667.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1668.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1669.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1670.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1671.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1672.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1673.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1674.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1675.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1676.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1677.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1678.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1679.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1682.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1684.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1686.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1687.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1688.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1689.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-194759_png.rf.739ecc5a1e122a13a4329e1c82d31cf3_1690.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195235_png.rf.82c23e3c145f25e3884d9017014ee55c_11733.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195235_png.rf.82c23e3c145f25e3884d9017014ee55c_11736.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195235_png.rf.930105a8b71ac76a27beeebc12cf10c4_5198.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195235_png.rf.930105a8b71ac76a27beeebc12cf10c4_5201.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195235_png.rf.9d634deb3fc9cdff1a7bb559ab001e2a_7861.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195235_png.rf.9d634deb3fc9cdff1a7bb559ab001e2a_7864.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195357_png.rf.5175bb56f145703a77b343bb7c5cd71a_11573.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195357_png.rf.74ac9c358503df2c76adf0c367c36500_1333.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195357_png.rf.d3355dfcf26226177c9c339eb44ff937_4787.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195425_png.rf.89d231987b8f90fe588aad741f028a21_839.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195425_png.rf.ac4d6611bc35fb493e45f223d9b290ed_1912.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195425_png.rf.b557061f909faf137c7cbeb5e09070f8_6502.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195502_png.rf.74a0033adf40c3fc1001a26c2317c714_9078.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195502_png.rf.98850f8f9eb232c09e925decd308df82_5008.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-26-195502_png.rf.a414b42903943dde3defc30be955ec69_3022.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154041_png.rf.18461b1412737e2a4d2582736f79fb50_11100.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154041_png.rf.9d77e19b884607553e1d55b9ea89a38b_3930.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154041_png.rf.d441c24700966057c19f1e637de8b523_9504.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154127_png.rf.32606501f41e05bc7fec83e149912e5c_2723.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154127_png.rf.56132b23c15dde53fd27e1c700e42aa6_7339.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154127_png.rf.bdf9e2d52b600110a91b22e01abd3e9f_10463.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154728_png.rf.6493bbef5d67e6c280bd849e9d0a014c_5977.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154728_png.rf.6afaf55055bee58c4aef23ca5b519acc_4283.jpg,6
classifier_dataset/train\Organic\Screenshot-2026-04-28-154728_png.rf.c34c563095aba7bcae64151f56d61df3_11984.jpg,6
classifier_dataset/train\Organic\StockCake-Littered_Urban_Space-208728-medium_jpg.rf.5f9aa8030c10b1512cc8e3c6d4cc007d_9195.jpg,6
classifier_dataset/train\Organic\StockCake-Littered_Urban_Space-208728-medium_jpg.rf.6c458a00ea73df1a03424d1eaa641a0f_2818.jpg,6
classifier_dataset/train\Organic\StockCake-Littered_Urban_Space-208728-medium_jpg.rf.f83441efdad2f7b05b20691847ef3cd5_9392.jpg,6
classifier_dataset/train\Organic\WhatsApp-Image-2026-04-26-at-7-45-28-PM_jpeg.rf.236a8a7ba9e3963c08a979bb951b9ecb_5715.jpg,6
classifier_dataset/train\Organic\WhatsApp-Image-2026-04-26-at-7-45-28-PM_jpeg.rf.46d7bb4a0710190cee8266cb9bcd2541_7929.jpg,6
classifier_dataset/train\Organic\WhatsApp-Image-2026-04-26-at-7-45-28-PM_jpeg.rf.4799d1fd389a920372d5faf07bf3f809_3105.jpg,6
classifier_dataset/train\Plastics\0-15_jpg.rf.3dcc9516e5befb74f58687dd35949b47_9411.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.3dcc9516e5befb74f58687dd35949b47_9412.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.3dcc9516e5befb74f58687dd35949b47_9413.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.3dcc9516e5befb74f58687dd35949b47_9414.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.4e896aa72a89dbb990db4ab66f5da507_10587.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.4e896aa72a89dbb990db4ab66f5da507_10588.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.4e896aa72a89dbb990db4ab66f5da507_10589.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.4e896aa72a89dbb990db4ab66f5da507_10590.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.73605c2b719059101bf9ec093f5d3d48_6427.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.73605c2b719059101bf9ec093f5d3d48_6428.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.73605c2b719059101bf9ec093f5d3d48_6429.jpg,7
classifier_dataset/train\Plastics\0-15_jpg.rf.73605c2b719059101bf9ec093f5d3d48_6430.jpg,7
classifier_dataset/train\Plastics\0-19_jpg.rf.46f0dc35435396251f779d5c8b0a59cf_2058.jpg,7
classifier_dataset/train\Plastics\0-19_jpg.rf.81a04cb03bfaa3a28283c4afd6da79da_3219.jpg,7
classifier_dataset/train\Plastics\0-19_jpg.rf.c0cc9952e283b1d128c72b88a04ebc80_10788.jpg,7
classifier_dataset/train\Plastics\0-27_jpg.rf.4c1ed7f1a7a3f692832fb0a5515b6f6f_3199.jpg,7
classifier_dataset/train\Plastics\0-27_jpg.rf.9aadbc02d04cac08b538874fae0427e2_10848.jpg,7
classifier_dataset/train\Plastics\0-27_jpg.rf.a525404781b6195521c5140dbaa2bcd2_11169.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10217.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10218.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10219.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10220.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10232.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10233.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10234.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10240.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10242.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10243.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.9c11c8fba043baaab8a3b07b612ae9ec_10249.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5898.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5899.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5900.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5901.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5913.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5914.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5915.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5921.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5923.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5924.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.ae321a4900c2f5bf14e507b89e30befa_5930.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11322.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11323.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11324.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11325.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11337.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11338.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11339.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11345.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11347.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11348.jpg,7
classifier_dataset/train\Plastics\000008_jpg.rf.b73066f2816660fb12b138c1345eb098_11354.jpg,7
classifier_dataset/train\Plastics\000024_jpg.rf.85a9a784a1d2cc38a3b82ab9e7bbaa4f_8967.jpg,7
classifier_dataset/train\Plastics\000024_jpg.rf.bfef38642999ed017b1c661e22b208e6_955.jpg,7
classifier_dataset/train\Plastics\000024_jpg.rf.ff56bff3ad4f95800dfeaf1b78d25c13_6477.jpg,7
classifier_dataset/train\Plastics\000025_jpg.rf.2cea1c7620e341f4713ab2535d8392a7_5601.jpg,7
classifier_dataset/train\Plastics\000025_jpg.rf.2cea1c7620e341f4713ab2535d8392a7_5602.jpg,7
classifier_dataset/train\Plastics\000025_jpg.rf.70008459cfadfd0044ac777f2355355e_8865.jpg,7
classifier_dataset/train\Plastics\000025_jpg.rf.70008459cfadfd0044ac777f2355355e_8866.jpg,7
classifier_dataset/train\Plastics\000025_jpg.rf.bc9a2fcae9f3e8a47cf68e2f5e1a7e49_1058.jpg,7
classifier_dataset/train\Plastics\000025_jpg.rf.bc9a2fcae9f3e8a47cf68e2f5e1a7e49_1059.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.10ed6720e87e316f339824b7c1202f18_6181.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.10ed6720e87e316f339824b7c1202f18_6182.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.10ed6720e87e316f339824b7c1202f18_6184.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.10ed6720e87e316f339824b7c1202f18_6185.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.a6c5b15145bb6b1ec74f0146b0b7e606_10139.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.a6c5b15145bb6b1ec74f0146b0b7e606_10140.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.a6c5b15145bb6b1ec74f0146b0b7e606_10142.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.a6c5b15145bb6b1ec74f0146b0b7e606_10143.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.dfd0ebca117a7f7419f592650b346c9c_3151.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.dfd0ebca117a7f7419f592650b346c9c_3152.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.dfd0ebca117a7f7419f592650b346c9c_3154.jpg,7
classifier_dataset/train\Plastics\000033_jpg.rf.dfd0ebca117a7f7419f592650b346c9c_3155.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.2fe74fe84fe857c27744ec973e0b9186_9807.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.2fe74fe84fe857c27744ec973e0b9186_9809.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.2fe74fe84fe857c27744ec973e0b9186_9813.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.61da512e31c6241fc5d4d9ceb97252e9_366.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.61da512e31c6241fc5d4d9ceb97252e9_368.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.61da512e31c6241fc5d4d9ceb97252e9_372.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.8825f78c7d47c085c13d9526917dc4a7_3258.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.8825f78c7d47c085c13d9526917dc4a7_3260.jpg,7
classifier_dataset/train\Plastics\000036_jpg.rf.8825f78c7d47c085c13d9526917dc4a7_3264.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.5d124b2ee9dbdc9a26ee7c0dbbd143c9_10110.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.5d124b2ee9dbdc9a26ee7c0dbbd143c9_10114.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.5d124b2ee9dbdc9a26ee7c0dbbd143c9_10117.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.6bb64b111dd05e9be3b73ea1da0df745_3956.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.6bb64b111dd05e9be3b73ea1da0df745_3960.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.6bb64b111dd05e9be3b73ea1da0df745_3963.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.e696644aea7e2521afa6a9d374671be3_2228.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.e696644aea7e2521afa6a9d374671be3_2232.jpg,7
classifier_dataset/train\Plastics\000038_jpg.rf.e696644aea7e2521afa6a9d374671be3_2235.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.2c27049a7d3e4444a35b69e5ba6a9c9a_2240.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.2c27049a7d3e4444a35b69e5ba6a9c9a_2241.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.2c27049a7d3e4444a35b69e5ba6a9c9a_2253.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.2c27049a7d3e4444a35b69e5ba6a9c9a_2254.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.2c27049a7d3e4444a35b69e5ba6a9c9a_2255.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.2c27049a7d3e4444a35b69e5ba6a9c9a_2256.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.355d82a49dce136a94613052b38bbea9_8584.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.355d82a49dce136a94613052b38bbea9_8585.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.355d82a49dce136a94613052b38bbea9_8597.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.355d82a49dce136a94613052b38bbea9_8598.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.355d82a49dce136a94613052b38bbea9_8599.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.355d82a49dce136a94613052b38bbea9_8600.jpg,7
classifier_dataset/train\Plastics\000040_jpg.rf.e9460c2db8487f59afa5268768b5249f_9421.jpg,7
